path	wave_owner	owning_tests	owning_docs	scenarios	security_trigger	research_spine_touch
tests/document_corpus/rich/sources/competitor/hb-comp-02.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/document_corpus/rich/sources/competitor/hb-comp-03.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/document_corpus/rich/sources/guide/hb-gd-01.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/document_corpus/rich/sources/guide/hb-gd-02.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/document_corpus/rich/sources/guide/hb-gd-03.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/document_corpus/rich/sources/interview/HB-IV-01-P01.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/document_corpus/rich/sources/interview/HB-IV-02-P02.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/document_corpus/rich/sources/interview/HB-IV-03-P03.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/document_corpus/rich/sources/interview/HB-IV-04-P04.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/document_corpus/rich/sources/interview/HB-IV-05-P05.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/document_corpus/rich/sources/interview/HB-IV-06-P06.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/document_corpus/rich/sources/interview/HB-IV-07-P07.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/document_corpus/rich/sources/interview/HB-IV-08-P08.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/document_corpus/rich/sources/interview/HB-IV-09-P09.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/document_corpus/rich/sources/interview/HB-IV-10-P10.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/document_corpus/rich/sources/interview/HB-IV-11-P11.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/document_corpus/rich/sources/interview/HB-IV-12-P12.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/document_corpus/rich/sources/interview/HB-IV-13-P13.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/document_corpus/rich/sources/interview/HB-IV-14-P14.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/document_corpus/rich/sources/interview/HB-IV-15-P15.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/document_corpus/rich/sources/interview/HB-IV-16-P16.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/document_corpus/rich/sources/journey/hb-jr-01.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/document_corpus/rich/sources/journey/hb-jr-02.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/document_corpus/rich/sources/plan/harbor-ledger-research-plan.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/document_corpus/rich/sources/support/sup-1041.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/document_corpus/rich/sources/support/sup-1042.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/document_corpus/rich/sources/support/sup-1043.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/document_corpus/rich/sources/support/sup-1044.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/document_corpus/rich/sources/support/sup-1045.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/document_corpus/rich/sources/support/sup-1046.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/document_corpus/rich/sources/support/sup-1047.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/document_corpus/rich/sources/support/sup-1048.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/document_corpus/rich/sources/support/sup-1049.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/document_corpus/rich/sources/support/sup-1050.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/document_corpus/rich/sources/support/sup-1051.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/document_corpus/rich/sources/support/sup-1052.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/document_corpus/rich/sources/support/sup-1053.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/document_corpus/rich/sources/support/sup-1054.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/document_corpus/rich/sources/support/sup-1055.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/document_corpus/rich/sources/support/sup-1056.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/document_corpus/rich/sources/support/sup-1057.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/document_corpus/rich/sources/support/sup-1058.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/document_corpus/rich/sources/support/sup-1059.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/document_corpus/rich/sources/support/sup-1060.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/document_corpus/rich/sources/support/sup-1061.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/document_corpus/rich/sources/support/sup-1062.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/document_corpus/rich/sources/support/sup-1063.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/document_corpus/rich/sources/support/sup-1064.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/document_corpus/rich/sources/support/sup-1065.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/document_corpus/rich/sources/support/sup-1066.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/document_corpus/rich/sources/support/sup-1067.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/document_corpus/rich/sources/support/sup-1068.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/document_corpus/rich/sources/support/sup-1069.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/document_corpus/rich/sources/support/sup-1070.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/document_corpus/rich/sources/survey/harbor-ledger-analysis.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/document_corpus/rich/sources/survey/harbor-ledger-responses.csv	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/document_corpus/rich/sources/usability/hb-ux-01-p01.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/document_corpus/rich/sources/usability/hb-ux-02-p02.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
